name,markup,category,width,height,frames,source
spr_ui_item_furniture_witch_queen_dressing_table_v1,[icon:spr_ui_item_furniture_witch_queen_dressing_table_v1],Item Icons/Placeables/Furniture/Witch Queen,18,18,1,assets/animations/Item Icons/Placeables/Furniture/Witch Queen/spr_ui_item_furniture_witch_queen_dressing_table_v1.meta.toml
spr_ui_item_furniture_witch_queen_dressing_table_v1_outline,[icon:spr_ui_item_furniture_witch_queen_dressing_table_v1_outline],Item Icons/Placeables/Furniture/Witch Queen,18,18,1,assets/animations/Item Icons/Placeables/Furniture/Witch Queen/spr_ui_item_furniture_witch_queen_dressing_table_v1_outline.meta.toml
spr_ui_item_furniture_witch_queen_dressing_table_v2,[icon:spr_ui_item_furniture_witch_queen_dressing_table_v2],Item Icons/Placeables/Furniture/Witch Queen,18,18,1,assets/animations/Item Icons/Placeables/Furniture/Witch Queen/spr_ui_item_furniture_witch_queen_dressing_table_v2.meta.toml
spr_ui_item_furniture_witch_queen_dressing_table_v2_outline,[icon:spr_ui_item_furniture_witch_queen_dressing_table_v2_outline],Item Icons/Placeables/Furniture/Witch Queen,18,18,1,assets/animations/Item Icons/Placeables/Furniture/Witch Queen/spr_ui_item_furniture_witch_queen_dressing_table_v2_outline.meta.toml
spr_ui_item_furniture_witch_queen_flooring_v1,[icon:spr_ui_item_furniture_witch_queen_flooring_v1],Item Icons/Placeables/Furniture/Witch Queen,18,18,1,assets/animations/Item Icons/Placeables/Furniture/Witch Queen/spr_ui_item_furniture_witch_queen_flooring_v1.meta.toml
spr_ui_item_furniture_witch_queen_flooring_v1_outline,[icon:spr_ui_item_furniture_witch_queen_flooring_v1_outline],Item Icons/Placeables/Furniture/Witch Queen,18,18,1,assets/animations/Item Icons/Placeables/Furniture/Witch Queen/spr_ui_item_furniture_witch_queen_flooring_v1_outline.meta.toml
spr_ui_item_furniture_witch_queen_flooring_v2,[icon:spr_ui_item_furniture_witch_queen_flooring_v2],Item Icons/Placeables/Furniture/Witch Queen,18,18,1,assets/animations/Item Icons/Placeables/Furniture/Witch Queen/spr_ui_item_furniture_witch_queen_flooring_v2.meta.toml
spr_ui_item_furniture_witch_queen_flooring_v2_outline,[icon:spr_ui_item_furniture_witch_queen_flooring_v2_outline],Item Icons/Placeables/Furniture/Witch Queen,18,18,1,assets/animations/Item Icons/Placeables/Furniture/Witch Queen/spr_ui_item_furniture_witch_queen_flooring_v2_outline.meta.toml
spr_ui_item_furniture_witch_queen_moon_lamp_v1,[icon:spr_ui_item_furniture_witch_queen_moon_lamp_v1],Item Icons/Placeables/Furniture/Witch Queen,18,18,1,assets/animations/Item Icons/Placeables/Furniture/Witch Queen/spr_ui_item_furniture_witch_queen_moon_lamp_v1.meta.toml
spr_ui_item_furniture_witch_queen_moon_lamp_v1_outline,[icon:spr_ui_item_furniture_witch_queen_moon_lamp_v1_outline],Item Icons/Placeables/Furniture/Witch Queen,18,18,1,assets/animations/Item Icons/Placeables/Furniture/Witch Queen/spr_ui_item_furniture_witch_queen_moon_lamp_v1_outline.meta.toml
spr_ui_item_furniture_witch_queen_moon_lamp_v2,[icon:spr_ui_item_furniture_witch_queen_moon_lamp_v2],Item Icons/Placeables/Furniture/Witch Queen,18,18,1,assets/animations/Item Icons/Placeables/Furniture/Witch Queen/spr_ui_item_furniture_witch_queen_moon_lamp_v2.meta.toml
spr_ui_item_furniture_witch_queen_moon_lamp_v2_outline,[icon:spr_ui_item_furniture_witch_queen_moon_lamp_v2_outline],Item Icons/Placeables/Furniture/Witch Queen,18,18,1,assets/animations/Item Icons/Placeables/Furniture/Witch Queen/spr_ui_item_furniture_witch_queen_moon_lamp_v2_outline.meta.toml
spr_ui_item_furniture_witch_queen_nightstand_v1,[icon:spr_ui_item_furniture_witch_queen_nightstand_v1],Item Icons/Placeables/Furniture/Witch Queen,18,18,1,assets/animations/Item Icons/Placeables/Furniture/Witch Queen/spr_ui_item_furniture_witch_queen_nightstand_v1.meta.toml
spr_ui_item_furniture_witch_queen_nightstand_v1_outline,[icon:spr_ui_item_furniture_witch_queen_nightstand_v1_outline],Item Icons/Placeables/Furniture/Witch Queen,18,18,1,assets/animations/Item Icons/Placeables/Furniture/Witch Queen/spr_ui_item_furniture_witch_queen_nightstand_v1_outline.meta.toml
spr_ui_item_furniture_witch_queen_nightstand_v2,[icon:spr_ui_item_furniture_witch_queen_nightstand_v2],Item Icons/Placeables/Furniture/Witch Queen,18,18,1,assets/animations/Item Icons/Placeables/Furniture/Witch Queen/spr_ui_item_furniture_witch_queen_nightstand_v2.meta.toml
spr_ui_item_furniture_witch_queen_nightstand_v2_outline,[icon:spr_ui_item_furniture_witch_queen_nightstand_v2_outline],Item Icons/Placeables/Furniture/Witch Queen,18,18,1,assets/animations/Item Icons/Placeables/Furniture/Witch Queen/spr_ui_item_furniture_witch_queen_nightstand_v2_outline.meta.toml
spr_ui_item_furniture_witch_queen_pillar_v1,[icon:spr_ui_item_furniture_witch_queen_pillar_v1],Item Icons/Placeables/Furniture/Witch Queen,18,18,1,assets/animations/Item Icons/Placeables/Furniture/Witch Queen/spr_ui_item_furniture_witch_queen_pillar_v1.meta.toml
spr_ui_item_furniture_witch_queen_pillar_v1_outline,[icon:spr_ui_item_furniture_witch_queen_pillar_v1_outline],Item Icons/Placeables/Furniture/Witch Queen,18,18,1,assets/animations/Item Icons/Placeables/Furniture/Witch Queen/spr_ui_item_furniture_witch_queen_pillar_v1_outline.meta.toml
spr_ui_item_furniture_witch_queen_pillar_v2,[icon:spr_ui_item_furniture_witch_queen_pillar_v2],Item Icons/Placeables/Furniture/Witch Queen,18,18,1,assets/animations/Item Icons/Placeables/Furniture/Witch Queen/spr_ui_item_furniture_witch_queen_pillar_v2.meta.toml
spr_ui_item_furniture_witch_queen_pillar_v2_outline,[icon:spr_ui_item_furniture_witch_queen_pillar_v2_outline],Item Icons/Placeables/Furniture/Witch Queen,18,18,1,assets/animations/Item Icons/Placeables/Furniture/Witch Queen/spr_ui_item_furniture_witch_queen_pillar_v2_outline.meta.toml
spr_ui_item_furniture_witch_queen_rug_v1,[icon:spr_ui_item_furniture_witch_queen_rug_v1],Item Icons/Placeables/Furniture/Witch Queen,18,18,1,assets/animations/Item Icons/Placeables/Furniture/Witch Queen/spr_ui_item_furniture_witch_queen_rug_v1.meta.toml
spr_ui_item_furniture_witch_queen_rug_v1_outline,[icon:spr_ui_item_furniture_witch_queen_rug_v1_outline],Item Icons/Placeables/Furniture/Witch Queen,18,18,1,assets/animations/Item Icons/Placeables/Furniture/Witch Queen/spr_ui_item_furniture_witch_queen_rug_v1_outline.meta.toml
spr_ui_item_furniture_witch_queen_rug_v2,[icon:spr_ui_item_furniture_witch_queen_rug_v2],Item Icons/Placeables/Furniture/Witch Queen,18,18,1,assets/animations/Item Icons/Placeables/Furniture/Witch Queen/spr_ui_item_furniture_witch_queen_rug_v2.meta.toml
spr_ui_item_furniture_witch_queen_rug_v2_outline,[icon:spr_ui_item_furniture_witch_queen_rug_v2_outline],Item Icons/Placeables/Furniture/Witch Queen,18,18,1,assets/animations/Item Icons/Placeables/Furniture/Witch Queen/spr_ui_item_furniture_witch_queen_rug_v2_outline.meta.toml
spr_ui_item_furniture_witch_queen_table_v1,[icon:spr_ui_item_furniture_witch_queen_table_v1],Item Icons/Placeables/Furniture/Witch Queen,18,18,1,assets/animations/Item Icons/Placeables/Furniture/Witch Queen/spr_ui_item_furniture_witch_queen_table_v1.meta.toml
spr_ui_item_furniture_witch_queen_table_v1_outline,[icon:spr_ui_item_furniture_witch_queen_table_v1_outline],Item Icons/Placeables/Furniture/Witch Queen,18,18,1,assets/animations/Item Icons/Placeables/Furniture/Witch Queen/spr_ui_item_furniture_witch_queen_table_v1_outline.meta.toml
spr_ui_item_furniture_witch_queen_table_v2,[icon:spr_ui_item_furniture_witch_queen_table_v2],Item Icons/Placeables/Furniture/Witch Queen,18,18,1,assets/animations/Item Icons/Placeables/Furniture/Witch Queen/spr_ui_item_furniture_witch_queen_table_v2.meta.toml
spr_ui_item_furniture_witch_queen_table_v2_outline,[icon:spr_ui_item_furniture_witch_queen_table_v2_outline],Item Icons/Placeables/Furniture/Witch Queen,18,18,1,assets/animations/Item Icons/Placeables/Furniture/Witch Queen/spr_ui_item_furniture_witch_queen_table_v2_outline.meta.toml
spr_ui_item_furniture_witch_queen_throne_v1,[icon:spr_ui_item_furniture_witch_queen_throne_v1],Item Icons/Placeables/Furniture/Witch Queen,18,18,1,assets/animations/Item Icons/Placeables/Furniture/Witch Queen/spr_ui_item_furniture_witch_queen_throne_v1.meta.toml
spr_ui_item_furniture_witch_queen_throne_v1_outline,[icon:spr_ui_item_furniture_witch_queen_throne_v1_outline],Item Icons/Placeables/Furniture/Witch Queen,18,18,1,assets/animations/Item Icons/Placeables/Furniture/Witch Queen/spr_ui_item_furniture_witch_queen_throne_v1_outline.meta.toml
spr_ui_item_furniture_witch_queen_throne_v2,[icon:spr_ui_item_furniture_witch_queen_throne_v2],Item Icons/Placeables/Furniture/Witch Queen,18,18,1,assets/animations/Item Icons/Placeables/Furniture/Witch Queen/spr_ui_item_furniture_witch_queen_throne_v2.meta.toml
spr_ui_item_furniture_witch_queen_throne_v2_outline,[icon:spr_ui_item_furniture_witch_queen_throne_v2_outline],Item Icons/Placeables/Furniture/Witch Queen,18,18,1,assets/animations/Item Icons/Placeables/Furniture/Witch Queen/spr_ui_item_furniture_witch_queen_throne_v2_outline.meta.toml
spr_ui_item_furniture_witch_queen_wallpaper_v1,[icon:spr_ui_item_furniture_witch_queen_wallpaper_v1],Item Icons/Placeables/Furniture/Witch Queen,18,18,1,assets/animations/Item Icons/Placeables/Furniture/Witch Queen/spr_ui_item_furniture_witch_queen_wallpaper_v1.meta.toml
spr_ui_item_furniture_witch_queen_wallpaper_v1_outline,[icon:spr_ui_item_furniture_witch_queen_wallpaper_v1_outline],Item Icons/Placeables/Furniture/Witch Queen,18,18,1,assets/animations/Item Icons/Placeables/Furniture/Witch Queen/spr_ui_item_furniture_witch_queen_wallpaper_v1_outline.meta.toml
spr_ui_item_furniture_witch_queen_wallpaper_v2,[icon:spr_ui_item_furniture_witch_queen_wallpaper_v2],Item Icons/Placeables/Furniture/Witch Queen,18,18,1,assets/animations/Item Icons/Placeables/Furniture/Witch Queen/spr_ui_item_furniture_witch_queen_wallpaper_v2.meta.toml
spr_ui_item_furniture_witch_queen_wallpaper_v2_outline,[icon:spr_ui_item_furniture_witch_queen_wallpaper_v2_outline],Item Icons/Placeables/Furniture/Witch Queen,18,18,1,assets/animations/Item Icons/Placeables/Furniture/Witch Queen/spr_ui_item_furniture_witch_queen_wallpaper_v2_outline.meta.toml
spr_ui_item_furniture_worn_well,[icon:spr_ui_item_furniture_worn_well],Item Icons/Placeables/Furniture/Worn Furniture,18,18,1,assets/animations/Item Icons/Placeables/Furniture/Worn Furniture/spr_ui_item_furniture_worn_well.meta.toml
spr_ui_item_furniture_worn_well_outline,[icon:spr_ui_item_furniture_worn_well_outline],Item Icons/Placeables/Furniture/Worn Furniture,18,18,1,assets/animations/Item Icons/Placeables/Furniture/Worn Furniture/spr_ui_item_furniture_worn_well_outline.meta.toml
spr_ui_item_garlic,[icon:spr_ui_item_garlic],Item Icons/Forageables,18,18,1,assets/animations/Item Icons/Forageables/spr_ui_item_garlic.meta.toml
spr_ui_item_garlic_bread,[icon:spr_ui_item_garlic_bread],Item Icons/Food,18,18,1,assets/animations/Item Icons/Food/spr_ui_item_garlic_bread.meta.toml
spr_ui_item_garlic_bread_outline,[icon:spr_ui_item_garlic_bread_outline],Item Icons/Food,18,18,1,assets/animations/Item Icons/Food/spr_ui_item_garlic_bread_outline.meta.toml
spr_ui_item_garlic_outline,[icon:spr_ui_item_garlic_outline],Item Icons/Forageables,18,18,1,assets/animations/Item Icons/Forageables/spr_ui_item_garlic_outline.meta.toml
spr_ui_item_gathering_basket,[icon:spr_ui_item_gathering_basket],Item Icons/Archaeology,18,18,1,assets/animations/Item Icons/Archaeology/spr_ui_item_gathering_basket.meta.toml
spr_ui_item_gathering_basket_outline,[icon:spr_ui_item_gathering_basket_outline],Item Icons/Archaeology,18,18,1,assets/animations/Item Icons/Archaeology/spr_ui_item_gathering_basket_outline.meta.toml
spr_ui_item_gazpacho,[icon:spr_ui_item_gazpacho],Item Icons/Food,18,18,1,assets/animations/Item Icons/Food/spr_ui_item_gazpacho.meta.toml
spr_ui_item_gazpacho_outline,[icon:spr_ui_item_gazpacho_outline],Item Icons/Food,18,18,1,assets/animations/Item Icons/Food/spr_ui_item_gazpacho_outline.meta.toml
spr_ui_item_giant_egg,[icon:spr_ui_item_giant_egg],Item Icons/Misc,18,18,1,assets/animations/Item Icons/Misc/spr_ui_item_giant_egg.meta.toml
spr_ui_item_giant_egg_outline,[icon:spr_ui_item_giant_egg_outline],Item Icons/Misc,18,18,1,assets/animations/Item Icons/Misc/spr_ui_item_giant_egg_outline.meta.toml
spr_ui_item_giant_fish_scale,[icon:spr_ui_item_giant_fish_scale],Item Icons/Archaeology,18,18,1,assets/animations/Item Icons/Archaeology/spr_ui_item_giant_fish_scale.meta.toml
spr_ui_item_giant_fish_scale_outline,[icon:spr_ui_item_giant_fish_scale_outline],Item Icons/Archaeology,18,18,1,assets/animations/Item Icons/Archaeology/spr_ui_item_giant_fish_scale_outline.meta.toml
spr_ui_item_glass,[icon:spr_ui_item_glass],Item Icons/Materials,18,18,1,assets/animations/Item Icons/Materials/spr_ui_item_glass.meta.toml
spr_ui_item_glass_outline,[icon:spr_ui_item_glass_outline],Item Icons/Materials,18,18,1,assets/animations/Item Icons/Materials/spr_ui_item_glass_outline.meta.toml
spr_ui_item_glowberry_cookies,[icon:spr_ui_item_glowberry_cookies],Item Icons/Food,18,18,1,assets/animations/Item Icons/Food/spr_ui_item_glowberry_cookies.meta.toml
spr_ui_item_glowberry_cookies_outline,[icon:spr_ui_item_glowberry_cookies_outline],Item Icons/Food,18,18,1,assets/animations/Item Icons/Food/spr_ui_item_glowberry_cookies_outline.meta.toml
spr_ui_item_glowingmushroom,[icon:spr_ui_item_glowingmushroom],Item Icons/Forageables,18,18,1,assets/animations/Item Icons/Forageables/spr_ui_item_glowingmushroom.meta.toml
spr_ui_item_glowingmushroom_outline,[icon:spr_ui_item_glowingmushroom_outline],Item Icons/Forageables,18,18,1,assets/animations/Item Icons/Forageables/spr_ui_item_glowingmushroom_outline.meta.toml
spr_ui_item_gold_chest,[icon:spr_ui_item_gold_chest],Item Icons/Misc,18,18,1,assets/animations/Item Icons/Misc/spr_ui_item_gold_chest.meta.toml
spr_ui_item_gold_chest_outline,[icon:spr_ui_item_gold_chest_outline],Item Icons/Misc,18,18,1,assets/animations/Item Icons/Misc/spr_ui_item_gold_chest_outline.meta.toml
spr_ui_item_gold_ingot,[icon:spr_ui_item_gold_ingot],Item Icons/Materials,18,18,1,assets/animations/Item Icons/Materials/spr_ui_item_gold_ingot.meta.toml
spr_ui_item_gold_ingot_outline,[icon:spr_ui_item_gold_ingot_outline],Item Icons/Materials,18,18,1,assets/animations/Item Icons/Materials/spr_ui_item_gold_ingot_outline.meta.toml
spr_ui_item_gold_ore,[icon:spr_ui_item_gold_ore],Item Icons/Materials,18,18,1,assets/animations/Item Icons/Materials/spr_ui_item_gold_ore.meta.toml
spr_ui_item_gold_ore_outline,[icon:spr_ui_item_gold_ore_outline],Item Icons/Materials,18,18,1,assets/animations/Item Icons/Materials/spr_ui_item_gold_ore_outline.meta.toml
spr_ui_item_golden_butter,[icon:spr_ui_item_golden_butter],Item Icons/Food,18,18,1,assets/animations/Item Icons/Food/spr_ui_item_golden_butter.meta.toml
spr_ui_item_golden_butter_outline,[icon:spr_ui_item_golden_butter_outline],Item Icons/Food,18,18,1,assets/animations/Item Icons/Food/spr_ui_item_golden_butter_outline.meta.toml
spr_ui_item_golden_cheese,[icon:spr_ui_item_golden_cheese],Item Icons/Food,18,18,1,assets/animations/Item Icons/Food/spr_ui_item_golden_cheese.meta.toml
spr_ui_item_golden_cheese_outline,[icon:spr_ui_item_golden_cheese_outline],Item Icons/Food,18,18,1,assets/animations/Item Icons/Food/spr_ui_item_golden_cheese_outline.meta.toml
spr_ui_item_golden_cheesecake,[icon:spr_ui_item_golden_cheesecake],Item Icons/Food,18,18,1,assets/animations/Item Icons/Food/spr_ui_item_golden_cheesecake.meta.toml
spr_ui_item_golden_cheesecake_outline,[icon:spr_ui_item_golden_cheesecake_outline],Item Icons/Food,18,18,1,assets/animations/Item Icons/Food/spr_ui_item_golden_cheesecake_outline.meta.toml
spr_ui_item_golden_cookies,[icon:spr_ui_item_golden_cookies],Item Icons/Food,18,18,1,assets/animations/Item Icons/Food/spr_ui_item_golden_cookies.meta.toml
spr_ui_item_golden_cookies_outline,[icon:spr_ui_item_golden_cookies_outline],Item Icons/Food,18,18,1,assets/animations/Item Icons/Food/spr_ui_item_golden_cookies_outline.meta.toml
spr_ui_item_golden_duck_mayonnaise,[icon:spr_ui_item_golden_duck_mayonnaise],Item Icons/Food,18,18,1,assets/animations/Item Icons/Food/spr_ui_item_golden_duck_mayonnaise.meta.toml
spr_ui_item_golden_duck_mayonnaise_outline,[icon:spr_ui_item_golden_duck_mayonnaise_outline],Item Icons/Food,18,18,1,assets/animations/Item Icons/Food/spr_ui_item_golden_duck_mayonnaise_outline.meta.toml
spr_ui_item_golden_mayonnaise,[icon:spr_ui_item_golden_mayonnaise],Item Icons/Food,18,18,1,assets/animations/Item Icons/Food/spr_ui_item_golden_mayonnaise.meta.toml
spr_ui_item_golden_mayonnaise_outline,[icon:spr_ui_item_golden_mayonnaise_outline],Item Icons/Food,18,18,1,assets/animations/Item Icons/Food/spr_ui_item_golden_mayonnaise_outline.meta.toml
spr_ui_item_grape_juice,[icon:spr_ui_item_grape_juice],Item Icons/Food,18,18,1,assets/animations/Item Icons/Food/spr_ui_item_grape_juice.meta.toml
spr_ui_item_grape_juice_outline,[icon:spr_ui_item_grape_juice_outline],Item Icons/Food,18,18,1,assets/animations/Item Icons/Food/spr_ui_item_grape_juice_outline.meta.toml
spr_ui_item_green_tea,[icon:spr_ui_item_green_tea],Item Icons/Food,18,18,1,assets/animations/Item Icons/Food/spr_ui_item_green_tea.meta.toml
spr_ui_item_green_tea_outline,[icon:spr_ui_item_green_tea_outline],Item Icons/Food,18,18,1,assets/animations/Item Icons/Food/spr_ui_item_green_tea_outline.meta.toml
spr_ui_item_grilled_cheese,[icon:spr_ui_item_grilled_cheese],Item Icons/Food,18,18,1,assets/animations/Item Icons/Food/spr_ui_item_grilled_cheese.meta.toml
spr_ui_item_grilled_cheese_outline,[icon:spr_ui_item_grilled_cheese_outline],Item Icons/Food,18,18,1,assets/animations/Item Icons/Food/spr_ui_item_grilled_cheese_outline.meta.toml
spr_ui_item_grilled_corn,[icon:spr_ui_item_grilled_corn],Item Icons/Food,18,18,1,assets/animations/Item Icons/Food/spr_ui_item_grilled_corn.meta.toml
spr_ui_item_grilled_corn_outline,[icon:spr_ui_item_grilled_corn_outline],Item Icons/Food,18,18,1,assets/animations/Item Icons/Food/spr_ui_item_grilled_corn_outline.meta.toml
spr_ui_item_grilled_eel_rice_bowl,[icon:spr_ui_item_grilled_eel_rice_bowl],Item Icons/Food,18,18,1,assets/animations/Item Icons/Food/spr_ui_item_grilled_eel_rice_bowl.meta.toml
spr_ui_item_grilled_eel_rice_bowl_outline,[icon:spr_ui_item_grilled_eel_rice_bowl_outline],Item Icons/Food,18,18,1,assets/animations/Item Icons/Food/spr_ui_item_grilled_eel_rice_bowl_outline.meta.toml
spr_ui_item_hard_boiled_egg,[icon:spr_ui_item_hard_boiled_egg],Item Icons/Food,18,18,1,assets/animations/Item Icons/Food/spr_ui_item_hard_boiled_egg.meta.toml
spr_ui_item_hard_boiled_egg_outline,[icon:spr_ui_item_hard_boiled_egg_outline],Item Icons/Food,18,18,1,assets/animations/Item Icons/Food/spr_ui_item_hard_boiled_egg_outline.meta.toml
spr_ui_item_hardened_essence,[icon:spr_ui_item_hardened_essence],Item Icons/Archaeology,18,18,1,assets/animations/Item Icons/Archaeology/spr_ui_item_hardened_essence.meta.toml
spr_ui_item_hardened_essence_outline,[icon:spr_ui_item_hardened_essence_outline],Item Icons/Archaeology,18,18,1,assets/animations/Item Icons/Archaeology/spr_ui_item_hardened_essence_outline.meta.toml
spr_ui_item_hardwood,[icon:spr_ui_item_hardwood],Item Icons/Materials,18,18,1,assets/animations/Item Icons/Materials/spr_ui_item_hardwood.meta.toml
spr_ui_item_hardwood_outline,[icon:spr_ui_item_hardwood_outline],Item Icons/Materials,18,18,1,assets/animations/Item Icons/Materials/spr_ui_item_hardwood_outline.meta.toml
spr_ui_item_harvest_plate,[icon:spr_ui_item_harvest_plate],Item Icons/Food,18,18,1,assets/animations/Item Icons/Food/spr_ui_item_harvest_plate.meta.toml
spr_ui_item_harvest_plate_outline,[icon:spr_ui_item_harvest_plate_outline],Item Icons/Food,18,18,1,assets/animations/Item Icons/Food/spr_ui_item_harvest_plate_outline.meta.toml
spr_ui_item_hayball,[icon:spr_ui_item_hayball],Item Icons/Materials,18,18,1,assets/animations/Item Icons/Materials/spr_ui_item_hayball.meta.toml
spr_ui_item_hayball_outline,[icon:spr_ui_item_hayball_outline],Item Icons/Materials,18,18,1,assets/animations/Item Icons/Materials/spr_ui_item_hayball_outline.meta.toml
spr_ui_item_heart_crystal,[icon:spr_ui_item_heart_crystal],Item Icons/Misc,18,18,4,assets/animations/Item Icons/Misc/spr_ui_item_heart_crystal.meta.toml
spr_ui_item_heart_crystal_outline,[icon:spr_ui_item_heart_crystal_outline],Item Icons/Misc,18,18,4,assets/animations/Item Icons/Misc/spr_ui_item_heart_crystal_outline.meta.toml
spr_ui_item_heather,[icon:spr_ui_item_heather],Item Icons/Forageables,18,18,1,assets/animations/Item Icons/Forageables/spr_ui_item_heather.meta.toml
spr_ui_item_heather_outline,[icon:spr_ui_item_heather_outline],Item Icons/Forageables,18,18,1,assets/animations/Item Icons/Forageables/spr_ui_item_heather_outline.meta.toml
spr_ui_item_heavy_mist,[icon:spr_ui_item_heavy_mist],Item Icons/Food,18,18,1,assets/animations/Item Icons/Food/spr_ui_item_heavy_mist.meta.toml
spr_ui_item_heavy_mist_outline,[icon:spr_ui_item_heavy_mist_outline],Item Icons/Food,18,18,1,assets/animations/Item Icons/Food/spr_ui_item_heavy_mist_outline.meta.toml
spr_ui_item_herb_butter_pasta,[icon:spr_ui_item_herb_butter_pasta],Item Icons/Food,18,18,1,assets/animations/Item Icons/Food/spr_ui_item_herb_butter_pasta.meta.toml
spr_ui_item_herb_butter_pasta_outline,[icon:spr_ui_item_herb_butter_pasta_outline],Item Icons/Food,18,18,1,assets/animations/Item Icons/Food/spr_ui_item_herb_butter_pasta_outline.meta.toml
spr_ui_item_herb_salad,[icon:spr_ui_item_herb_salad],Item Icons/Food,18,18,1,assets/animations/Item Icons/Food/spr_ui_item_herb_salad.meta.toml
spr_ui_item_herb_salad_outline,[icon:spr_ui_item_herb_salad_outline],Item Icons/Food,18,18,1,assets/animations/Item Icons/Food/spr_ui_item_herb_salad_outline.meta.toml
spr_ui_item_holly,[icon:spr_ui_item_holly],Item Icons/Forageables,18,18,1,assets/animations/Item Icons/Forageables/spr_ui_item_holly.meta.toml
spr_ui_item_holly_outline,[icon:spr_ui_item_holly_outline],Item Icons/Forageables,18,18,1,assets/animations/Item Icons/Forageables/spr_ui_item_holly_outline.meta.toml
spr_ui_item_honey,[icon:spr_ui_item_honey],Item Icons/Food,18,18,1,assets/animations/Item Icons/Food/spr_ui_item_honey.meta.toml
spr_ui_item_honey_curry,[icon:spr_ui_item_honey_curry],Item Icons/Food,18,18,1,assets/animations/Item Icons/Food/spr_ui_item_honey_curry.meta.toml
spr_ui_item_honey_curry_outline,[icon:spr_ui_item_honey_curry_outline],Item Icons/Food,18,18,1,assets/animations/Item Icons/Food/spr_ui_item_honey_curry_outline.meta.toml
spr_ui_item_honey_deluxe,[icon:spr_ui_item_honey_deluxe],Item Icons/Food,18,18,1,assets/animations/Item Icons/Food/spr_ui_item_honey_deluxe.meta.toml
spr_ui_item_honey_deluxe_outline,[icon:spr_ui_item_honey_deluxe_outline],Item Icons/Food,18,18,1,assets/animations/Item Icons/Food/spr_ui_item_honey_deluxe_outline.meta.toml
spr_ui_item_honey_legendary,[icon:spr_ui_item_honey_legendary],Item Icons/Food,18,18,1,assets/animations/Item Icons/Food/spr_ui_item_honey_legendary.meta.toml
spr_ui_item_honey_legendary_outline,[icon:spr_ui_item_honey_legendary_outline],Item Icons/Food,18,18,1,assets/animations/Item Icons/Food/spr_ui_item_honey_legendary_outline.meta.toml
spr_ui_item_honey_outline,[icon:spr_ui_item_honey_outline],Item Icons/Food,18,18,1,assets/animations/Item Icons/Food/spr_ui_item_honey_outline.meta.toml
spr_ui_item_honey_premium,[icon:spr_ui_item_honey_premium],Item Icons/Food,18,18,1,assets/animations/Item Icons/Food/spr_ui_item_honey_premium.meta.toml
spr_ui_item_honey_premium_outline,[icon:spr_ui_item_honey_premium_outline],Item Icons/Food,18,18,1,assets/animations/Item Icons/Food/spr_ui_item_honey_premium_outline.meta.toml
spr_ui_item_honey_toast,[icon:spr_ui_item_honey_toast],Item Icons/Food,18,18,1,assets/animations/Item Icons/Food/spr_ui_item_honey_toast.meta.toml
spr_ui_item_honey_toast_outline,[icon:spr_ui_item_honey_toast_outline],Item Icons/Food,18,18,1,assets/animations/Item Icons/Food/spr_ui_item_honey_toast_outline.meta.toml
spr_ui_item_honeycomb,[icon:spr_ui_item_honeycomb],Item Icons/Misc,18,18,1,assets/animations/Item Icons/Misc/spr_ui_item_honeycomb.meta.toml
spr_ui_item_honeycomb_outline,[icon:spr_ui_item_honeycomb_outline],Item Icons/Misc,18,18,1,assets/animations/Item Icons/Misc/spr_ui_item_honeycomb_outline.meta.toml
spr_ui_item_horse_cosmetic_antlers,[icon:spr_ui_item_horse_cosmetic_antlers],Item Icons/Animals/Horse/Horse Cosmetics,18,18,1,assets/animations/Item Icons/Animals/Horse/Horse Cosmetics/spr_ui_item_horse_cosmetic_antlers.meta.toml
spr_ui_item_horse_cosmetic_antlers_outline,[icon:spr_ui_item_horse_cosmetic_antlers_outline],Item Icons/Animals/Horse/Horse Cosmetics,18,18,1,assets/animations/Item Icons/Animals/Horse/Horse Cosmetics/spr_ui_item_horse_cosmetic_antlers_outline.meta.toml
spr_ui_item_horse_cosmetic_bandana,[icon:spr_ui_item_horse_cosmetic_bandana],Item Icons/Animals/Horse/Horse Cosmetics,18,18,1,assets/animations/Item Icons/Animals/Horse/Horse Cosmetics/spr_ui_item_horse_cosmetic_bandana.meta.toml
spr_ui_item_horse_cosmetic_bandana_outline,[icon:spr_ui_item_horse_cosmetic_bandana_outline],Item Icons/Animals/Horse/Horse Cosmetics,18,18,1,assets/animations/Item Icons/Animals/Horse/Horse Cosmetics/spr_ui_item_horse_cosmetic_bandana_outline.meta.toml
spr_ui_item_horse_cosmetic_cowboy_hat,[icon:spr_ui_item_horse_cosmetic_cowboy_hat],Item Icons/Animals/Horse/Horse Cosmetics,18,18,1,assets/animations/Item Icons/Animals/Horse/Horse Cosmetics/spr_ui_item_horse_cosmetic_cowboy_hat.meta.toml
spr_ui_item_horse_cosmetic_cowboy_hat_outline,[icon:spr_ui_item_horse_cosmetic_cowboy_hat_outline],Item Icons/Animals/Horse/Horse Cosmetics,18,18,1,assets/animations/Item Icons/Animals/Horse/Horse Cosmetics/spr_ui_item_horse_cosmetic_cowboy_hat_outline.meta.toml
